image, mf,amf,namf,proposed1,proposed2,proposed3,proposed4,proposed5
noiseimage/[test01]_origin_0.50.png,15.183,32.528,30.540,32.810,32.857,30.630,30.874,32.542
noiseimage/[test02]_origin_0.50.png,14.841,29.415,28.177,29.666,29.735,28.277,28.522,29.783
noiseimage/[test03]_origin_0.50.png,14.906,29.995,28.621,30.260,30.348,28.723,29.011,30.520
noiseimage/[test04]_origin_0.50.png,15.061,30.789,29.580,31.214,31.302,29.839,30.067,31.614
noiseimage/[test05]_origin_0.50.png,15.133,28.805,27.728,29.096,29.133,27.778,27.973,28.985
noiseimage/[test06]_origin_0.50.png,14.759,25.422,24.560,25.678,25.715,24.585,24.772,25.713
noiseimage/[test07]_origin_0.50.png,14.352,29.674,28.171,29.848,29.895,28.284,28.545,30.002
noiseimage/[test08]_origin_0.50.png,14.749,32.650,31.144,32.885,32.917,31.231,31.460,32.871
noiseimage/[test09]_origin_0.50.png,14.668,25.388,24.707,25.613,25.625,24.723,24.933,25.917
noiseimage/[test10]_origin_0.50.png,13.883,23.259,22.172,23.483,23.528,22.213,22.468,23.418
noiseimage/[test11]_origin_0.50.png,15.494,32.859,31.506,33.157,33.231,31.706,31.891,33.218
noiseimage/[test12]_origin_0.50.png,14.131,25.990,24.062,26.272,26.316,24.104,24.373,25.868
noiseimage/[test13]_origin_0.50.png,15.081,30.119,28.968,30.458,30.544,29.110,29.333,30.387
noiseimage/[test14]_origin_0.50.png,15.101,30.820,28.972,31.077,31.039,29.017,29.307,31.030
noiseimage/[test15]_origin_0.50.png,14.361,24.426,23.032,24.697,24.699,23.054,23.367,24.534
noiseimage/[test16]_origin_0.50.png,15.588,27.844,26.674,28.087,28.088,26.755,26.886,27.820
noiseimage/[test17]_origin_0.50.png,15.227,30.191,28.327,30.490,30.587,28.492,28.830,30.568
noiseimage/[test18]_origin_0.50.png,14.962,34.206,32.454,34.495,34.555,32.571,32.802,34.404
noiseimage/[test19]_origin_0.50.png,14.146,26.532,24.770,26.878,26.872,24.827,25.139,26.692
noiseimage/[test20]_origin_0.50.png,15.215,29.600,27.336,29.870,29.914,27.445,27.792,29.665
noiseimage/[test21]_origin_0.50.png,15.187,29.407,27.657,29.762,29.684,27.772,28.014,29.350
noiseimage/[test22]_origin_0.50.png,14.817,26.416,24.903,26.716,26.708,24.956,25.219,26.602
noiseimage/[test23]_origin_0.50.png,14.963,31.474,30.616,31.662,31.741,30.800,30.992,31.984
noiseimage/[test24]_origin_0.50.png,14.848,27.742,26.361,28.054,28.084,26.418,26.683,28.118
noiseimage/[test25]_origin_0.50.png,14.534,33.531,32.808,33.782,33.851,32.843,32.963,33.804
noiseimage/[test26]_origin_0.50.png,13.678,22.966,21.391,23.224,23.243,21.438,21.717,22.913
noiseimage/[test27]_origin_0.50.png,14.508,28.795,26.634,29.099,29.142,26.714,27.034,28.968
noiseimage/[test28]_origin_0.50.png,14.083,24.166,23.390,24.505,24.561,23.443,23.661,24.485
noiseimage/[test29]_origin_0.50.png,15.075,31.225,30.125,31.428,31.423,30.174,30.363,31.495
noiseimage/[test30]_origin_0.50.png,14.884,26.451,24.164,26.759,26.752,24.215,24.616,26.386
noiseimage/[test31]_origin_0.50.png,15.420,28.642,27.089,28.922,28.855,27.207,27.425,28.824
noiseimage/[test32]_origin_0.50.png,14.216,27.202,25.984,27.479,27.486,26.042,26.317,27.413
noiseimage/[test33]_origin_0.50.png,14.339,31.481,30.486,31.861,31.918,30.691,30.868,32.138
noiseimage/[test34]_origin_0.50.png,14.219,26.702,25.642,26.961,26.991,25.681,25.926,27.024
noiseimage/[test35]_origin_0.50.png,14.034,32.844,31.132,33.084,33.097,31.308,31.639,33.633
noiseimage/[test36]_origin_0.50.png,15.279,30.879,29.796,31.128,31.209,29.917,30.135,31.298
noiseimage/[test37]_origin_0.50.png,15.397,31.752,30.489,31.940,31.966,30.654,30.907,32.155
noiseimage/[test38]_origin_0.50.png,15.578,37.060,34.685,37.356,37.326,35.017,35.353,37.969
noiseimage/[test39]_origin_0.50.png,14.502,26.931,25.557,27.139,27.121,25.587,25.861,27.072
noiseimage/[test40]_origin_0.50.png,14.477,25.177,24.328,25.470,25.484,24.466,24.698,25.690
noiseimage/[test41]_origin_0.50.png,14.730,31.338,29.779,31.582,31.558,29.837,30.113,31.692
noiseimage/[test42]_origin_0.50.png,14.584,26.370,26.168,26.573,26.547,26.239,26.348,26.562
noiseimage/[test43]_origin_0.50.png,14.668,26.655,25.840,26.849,26.866,25.877,26.088,26.953
noiseimage/[test44]_origin_0.50.png,14.032,32.129,30.332,32.418,32.535,30.454,30.807,32.605
noiseimage/[test45]_origin_0.50.png,15.257,29.946,28.581,30.258,30.345,28.696,28.987,30.238
noiseimage/[test46]_origin_0.50.png,13.089,21.060,20.915,21.208,21.258,20.926,21.075,21.477
noiseimage/[test47]_origin_0.50.png,14.018,23.330,22.225,23.607,23.637,22.263,22.544,23.634
noiseimage/[test48]_origin_0.50.png,14.586,26.608,25.278,26.953,26.999,25.325,25.639,26.779
noiseimage/[test49]_origin_0.50.png,15.016,32.120,31.285,32.279,32.367,31.376,31.575,32.704
noiseimage/[test50]_origin_0.50.png,15.743,33.436,32.724,33.630,33.702,32.811,32.950,33.764
noiseimage/[test51]_origin_0.50.png,15.531,33.632,32.638,33.863,33.902,32.748,32.919,33.959
noiseimage/[test52]_origin_0.50.png,15.423,37.330,36.234,37.544,37.653,36.317,36.538,37.813
