image, mf,amf,namf,proposed1,proposed2,proposed3,proposed4,proposed5
noiseimage/[test01]_origin_0.30.png,22.777,35.267,32.925,35.616,35.688,33.131,33.438,35.132
noiseimage/[test02]_origin_0.30.png,22.411,33.219,31.387,33.598,33.822,31.614,31.985,33.330
noiseimage/[test03]_origin_0.30.png,22.825,33.005,31.119,33.347,33.507,31.300,31.679,33.066
noiseimage/[test04]_origin_0.30.png,23.703,33.912,32.045,34.413,34.594,32.388,32.657,34.423
noiseimage/[test05]_origin_0.30.png,22.499,31.567,30.194,31.969,31.981,30.290,30.606,31.556
noiseimage/[test06]_origin_0.30.png,21.465,27.665,26.384,27.941,27.976,26.436,26.735,27.761
noiseimage/[test07]_origin_0.30.png,22.155,32.517,30.583,32.754,32.862,30.754,31.080,32.547
noiseimage/[test08]_origin_0.30.png,22.637,35.862,33.816,36.244,36.305,34.031,34.380,35.921
noiseimage/[test09]_origin_0.30.png,21.373,27.567,26.524,27.842,27.852,26.586,26.903,27.976
noiseimage/[test10]_origin_0.30.png,19.462,26.159,24.515,26.461,26.523,24.560,25.028,26.103
noiseimage/[test11]_origin_0.30.png,24.157,36.183,34.071,36.566,36.682,34.367,34.614,36.144
noiseimage/[test12]_origin_0.30.png,20.581,28.488,26.288,28.873,28.946,26.356,26.740,28.383
noiseimage/[test13]_origin_0.30.png,22.681,32.996,31.481,33.394,33.467,31.704,32.034,33.023
noiseimage/[test14]_origin_0.30.png,22.429,33.226,31.047,33.511,33.417,31.115,31.524,33.164
noiseimage/[test15]_origin_0.30.png,19.872,26.943,25.115,27.256,27.235,25.159,25.719,26.883
noiseimage/[test16]_origin_0.30.png,23.096,29.839,28.218,30.171,30.146,28.300,28.536,29.645
noiseimage/[test17]_origin_0.30.png,23.027,33.224,30.605,33.665,33.910,30.827,31.312,33.232
noiseimage/[test18]_origin_0.30.png,23.840,37.528,34.956,37.919,38.047,35.171,35.490,37.398
noiseimage/[test19]_origin_0.30.png,21.176,29.378,27.055,29.805,29.803,27.146,27.699,29.436
noiseimage/[test20]_origin_0.30.png,22.666,32.370,29.506,32.738,32.863,29.645,30.205,32.250
noiseimage/[test21]_origin_0.30.png,22.596,32.279,30.171,32.712,32.596,30.320,30.767,32.131
noiseimage/[test22]_origin_0.30.png,21.851,28.689,26.677,29.059,29.055,26.753,27.190,28.771
noiseimage/[test23]_origin_0.30.png,23.053,34.827,33.392,35.110,35.251,33.700,33.956,34.957
noiseimage/[test24]_origin_0.30.png,22.005,29.952,28.343,30.346,30.399,28.443,28.830,30.287
noiseimage/[test25]_origin_0.30.png,23.054,36.612,35.610,36.957,36.992,35.641,35.809,36.700
noiseimage/[test26]_origin_0.30.png,18.948,25.700,23.553,26.043,26.065,23.627,24.117,25.536
noiseimage/[test27]_origin_0.30.png,22.357,31.899,28.899,32.358,32.475,29.005,29.531,31.791
noiseimage/[test28]_origin_0.30.png,19.720,27.010,25.998,27.476,27.572,26.102,26.435,27.100
noiseimage/[test29]_origin_0.30.png,23.007,34.331,32.681,34.596,34.561,32.807,33.089,34.332
noiseimage/[test30]_origin_0.30.png,21.365,29.094,26.154,29.496,29.509,26.234,26.978,28.880
noiseimage/[test31]_origin_0.30.png,23.165,31.075,28.959,31.452,31.320,29.080,29.433,31.232
noiseimage/[test32]_origin_0.30.png,21.305,30.262,28.473,30.660,30.667,28.576,29.065,30.212
noiseimage/[test33]_origin_0.30.png,22.550,34.501,32.869,34.981,35.117,33.162,33.344,34.806
noiseimage/[test34]_origin_0.30.png,21.309,29.744,28.185,30.075,30.094,28.245,28.643,29.802
noiseimage/[test35]_origin_0.30.png,22.447,36.637,34.147,36.924,36.995,34.372,34.832,36.893
noiseimage/[test36]_origin_0.30.png,23.020,34.236,32.619,34.624,34.757,32.823,33.131,34.362
noiseimage/[test37]_origin_0.30.png,23.762,35.164,33.326,35.479,35.540,33.581,33.954,35.194
noiseimage/[test38]_origin_0.30.png,24.498,41.332,37.660,41.740,41.812,38.200,38.644,41.708
noiseimage/[test39]_origin_0.30.png,21.554,29.307,27.742,29.540,29.534,27.826,28.212,29.258
noiseimage/[test40]_origin_0.30.png,21.295,27.594,26.273,27.992,27.995,26.471,26.887,28.018
noiseimage/[test41]_origin_0.30.png,23.178,34.430,32.388,34.745,34.745,32.510,32.918,34.488
noiseimage/[test42]_origin_0.30.png,20.932,29.074,28.554,29.347,29.289,28.596,28.799,29.075
noiseimage/[test43]_origin_0.30.png,21.485,29.228,28.053,29.473,29.474,28.135,28.470,29.306
noiseimage/[test44]_origin_0.30.png,22.699,35.702,33.297,36.072,36.266,33.568,34.095,35.710
noiseimage/[test45]_origin_0.30.png,22.880,32.993,31.189,33.420,33.549,31.393,31.874,33.017
noiseimage/[test46]_origin_0.30.png,17.317,23.822,23.366,24.031,24.087,23.379,23.624,23.994
noiseimage/[test47]_origin_0.30.png,19.819,25.645,24.195,25.987,26.018,24.249,24.729,25.794
noiseimage/[test48]_origin_0.30.png,21.142,29.606,28.093,30.075,30.126,28.159,28.670,29.567
noiseimage/[test49]_origin_0.30.png,23.451,35.171,33.771,35.353,35.440,33.919,34.186,35.315
noiseimage/[test50]_origin_0.30.png,24.064,36.291,35.178,36.543,36.495,35.363,35.572,36.349
noiseimage/[test51]_origin_0.30.png,24.199,36.615,35.209,36.934,36.868,35.457,35.701,36.676
noiseimage/[test52]_origin_0.30.png,24.446,40.497,39.027,40.767,40.785,39.273,39.571,40.630
