image, mf,amf,namf,proposed1,proposed2,proposed3,proposed4,proposed5
noiseimage/[test01]_origin_0.10.png,31.983,40.369,38.083,40.827,41.085,38.406,38.926,40.319
noiseimage/[test02]_origin_0.10.png,30.217,38.115,36.469,38.487,38.826,36.824,37.342,38.067
noiseimage/[test03]_origin_0.10.png,30.426,37.839,36.381,38.314,38.633,36.747,37.228,37.899
noiseimage/[test04]_origin_0.10.png,33.427,35.300,34.579,35.645,35.769,34.971,35.180,36.037
noiseimage/[test05]_origin_0.10.png,28.293,35.939,35.072,36.393,36.439,35.158,35.622,35.921
noiseimage/[test06]_origin_0.10.png,25.743,30.547,29.488,30.773,30.794,29.569,29.979,30.664
noiseimage/[test07]_origin_0.10.png,31.530,38.348,36.572,38.594,38.772,36.943,37.390,38.308
noiseimage/[test08]_origin_0.10.png,32.976,41.160,39.103,41.574,41.573,39.384,39.948,41.111
noiseimage/[test09]_origin_0.10.png,27.183,29.893,29.424,30.125,30.159,29.502,29.856,30.621
noiseimage/[test10]_origin_0.10.png,22.653,30.973,29.112,31.341,31.456,29.237,30.186,30.993
noiseimage/[test11]_origin_0.10.png,33.248,41.367,39.447,41.756,42.065,39.876,40.224,41.350
noiseimage/[test12]_origin_0.10.png,26.048,31.567,29.185,31.977,32.035,29.274,29.969,31.562
noiseimage/[test13]_origin_0.10.png,29.006,38.371,37.128,38.893,39.169,37.535,38.134,38.419
noiseimage/[test14]_origin_0.10.png,31.706,39.328,37.060,39.672,39.648,37.179,37.912,39.273
noiseimage/[test15]_origin_0.10.png,23.870,31.477,29.311,31.896,31.936,29.363,30.758,31.433
noiseimage/[test16]_origin_0.10.png,28.080,31.386,30.133,31.642,31.591,30.152,30.460,31.365
noiseimage/[test17]_origin_0.10.png,30.792,38.811,36.123,39.315,39.705,36.545,37.385,38.825
noiseimage/[test18]_origin_0.10.png,34.481,42.049,39.619,42.523,42.858,39.958,40.411,42.056
noiseimage/[test19]_origin_0.10.png,26.788,33.294,31.125,33.721,33.759,31.237,32.252,33.660
noiseimage/[test20]_origin_0.10.png,30.326,36.139,33.309,36.550,36.687,33.471,34.507,36.219
noiseimage/[test21]_origin_0.10.png,29.128,36.679,35.074,37.142,37.102,35.208,35.989,36.697
noiseimage/[test22]_origin_0.10.png,27.296,31.974,29.645,32.296,32.295,29.735,30.576,32.100
noiseimage/[test23]_origin_0.10.png,32.225,39.377,38.316,39.692,39.925,38.667,38.975,39.407
noiseimage/[test24]_origin_0.10.png,28.884,34.071,32.372,34.448,34.507,32.537,33.222,34.510
noiseimage/[test25]_origin_0.10.png,33.652,41.623,40.882,41.976,42.049,41.070,41.255,41.715
noiseimage/[test26]_origin_0.10.png,22.501,29.835,27.435,30.236,30.282,27.513,28.479,29.786
noiseimage/[test27]_origin_0.10.png,29.756,35.694,32.589,36.156,36.312,32.703,33.740,35.682
noiseimage/[test28]_origin_0.10.png,23.494,32.058,31.573,32.616,32.755,31.746,32.146,32.116
noiseimage/[test29]_origin_0.10.png,32.160,39.991,38.320,40.340,40.379,38.618,39.128,40.015
noiseimage/[test30]_origin_0.10.png,26.727,33.159,30.148,33.585,33.623,30.257,31.844,33.156
noiseimage/[test31]_origin_0.10.png,29.244,34.974,32.096,35.340,35.229,32.171,33.004,35.170
noiseimage/[test32]_origin_0.10.png,26.376,35.446,33.617,35.899,35.944,33.755,34.745,35.408
noiseimage/[test33]_origin_0.10.png,34.305,39.202,37.274,39.777,39.955,37.638,37.833,39.342
noiseimage/[test34]_origin_0.10.png,26.181,34.484,33.046,34.901,34.961,33.133,33.767,34.559
noiseimage/[test35]_origin_0.10.png,33.849,42.122,39.340,42.487,42.666,39.577,40.298,42.121
noiseimage/[test36]_origin_0.10.png,31.631,39.206,37.837,39.592,39.824,38.124,38.522,39.298
noiseimage/[test37]_origin_0.10.png,31.889,40.368,38.497,40.711,40.807,38.772,39.398,40.300
noiseimage/[test38]_origin_0.10.png,38.992,47.531,43.097,47.985,48.281,43.749,44.412,47.508
noiseimage/[test39]_origin_0.10.png,27.218,32.104,31.246,32.261,32.266,31.320,31.728,32.096
noiseimage/[test40]_origin_0.10.png,26.545,30.643,29.242,31.331,31.357,29.622,30.445,31.478
noiseimage/[test41]_origin_0.10.png,32.025,39.903,37.795,40.293,40.359,38.041,38.742,39.913
noiseimage/[test42]_origin_0.10.png,24.786,34.165,33.955,34.485,34.416,33.930,34.205,34.182
noiseimage/[test43]_origin_0.10.png,26.136,33.357,32.359,33.581,33.619,32.498,32.998,33.449
noiseimage/[test44]_origin_0.10.png,32.319,41.182,39.191,41.610,41.996,39.586,40.434,41.171
noiseimage/[test45]_origin_0.10.png,29.627,38.128,36.677,38.622,38.905,37.025,37.836,38.165
noiseimage/[test46]_origin_0.10.png,19.645,28.876,28.441,29.110,29.155,28.461,28.817,28.953
noiseimage/[test47]_origin_0.10.png,23.940,28.569,27.402,28.848,28.868,27.449,28.183,28.846
noiseimage/[test48]_origin_0.10.png,26.025,34.691,34.383,35.230,35.323,34.611,35.012,34.704
noiseimage/[test49]_origin_0.10.png,32.655,40.119,38.687,40.342,40.468,38.878,39.308,40.160
noiseimage/[test50]_origin_0.10.png,32.027,41.371,40.259,41.659,41.607,40.525,40.883,41.400
noiseimage/[test51]_origin_0.10.png,32.627,41.787,40.547,42.155,42.135,40.914,41.296,41.833
noiseimage/[test52]_origin_0.10.png,36.393,45.925,44.833,46.245,46.312,45.172,45.545,45.953
